縣市,郵遞區號,鄉鎮區,Latitude,Longitude,英文,藍新金流
屏東縣,904,屏東縣九如鄉,22.7416068,120.4703258,"Jiuru Township, Pingtung County",屏縣
屏東縣,905,屏東縣里港鄉,22.7962363,120.5163949,"Ligang Township, Pingtung County",屏縣
屏東縣,906,屏東縣高樹鄉,22.8254924,120.6003824,"Gaoshu Township, Pingtung County",屏縣
屏東縣,907,屏東縣鹽埔鄉,22.7436807,120.5624474,"Yanpu Township, Pingtung County",屏縣
屏東縣,908,屏東縣長治鄉,22.700828,120.5624474,"Changzhi Township, Pingtung County",屏縣
屏東縣,909,屏東縣麟洛鄉,22.6515201,120.5259627,"Linluo Township, Pingtung County",屏縣
屏東縣,911,屏東縣竹田鄉,22.5939138,120.5326679,"Zhutian Township, Pingtung County",屏縣
屏東縣,912,屏東縣內埔鄉,22.6151342,120.5663201,"Neipu Township, Pingtung County",屏縣
屏東縣,913,屏東縣萬丹鄉,22.591522,120.4703258,"Wandan Township, Pingtung County",屏縣
屏東縣,920,屏東縣潮州鎮,22.5294168,120.5624474,"Chaozhou Township, Pingtung County",屏縣
屏東縣,921,屏東縣泰武鄉,22.5779544,120.6348032,"Taiwu Township, Pingtung County",屏縣
屏東縣,922,屏東縣來義鄉,22.4921661,120.6247208,"Laiyi Township, Pingtung County",屏縣
屏東縣,923,屏東縣萬巒鄉,22.584046,120.6084832,"Wanluan Township, Pingtung County",屏縣
屏東縣,924,屏東縣崁頂鄉,22.5158427,120.4991209,"Kanding Township, Pingtung County",屏縣
屏東縣,925,屏東縣新埤鄉,22.4817586,120.5854674,"Xinpi Township, Pingtung County",屏縣
屏東縣,926,屏東縣南州鄉,22.4747339,120.5163949,"Nanzhou Township, Pingtung County",屏縣
屏東縣,927,屏東縣林邊鄉,22.4347039,120.5147274,"Linbian Township, Pingtung County",屏縣
屏東縣,928,屏東縣東港鎮,22.4628783,120.4703258,"Donggang Township, Pingtung County",屏縣
屏東縣,929,屏東縣琉球鄉,22.341646,120.369492,"Liuqiu Township, Pingtung County",屏縣
屏東縣,931,屏東縣佳冬鄉,22.427078,120.5394232,"Jiadong Township, Pingtung County",屏縣
屏東縣,932,屏東縣新園鄉,22.4774001,120.442154,"Xinyuan Township, Pingtung County",屏縣
屏東縣,940,屏東縣枋寮鄉,22.3960688,120.5854674,"Fangliao Township, Pingtung County",屏縣
屏東縣,941,屏東縣枋山鄉,22.2606439,120.6573779,"Fangshan Township, Pingtung County",屏縣
屏東縣,942,屏東縣春日鄉,22.3851778,120.6890055,"Chunri Township, Pingtung County",屏縣
屏東縣,943,屏東縣獅子鄉,22.2471686,120.734995,"Shizi Township, Pingtung County",屏縣
屏東縣,944,屏東縣車城鄉,22.0843074,120.7464897,"Checheng Township, Pingtung County",屏縣
屏東縣,945,屏東縣牡丹鄉,22.1520217,120.7809676,"Mudan Township, Pingtung County",屏縣
屏東縣,946,屏東縣恆春鎮,22.0008277,120.7447638,"Hengchun Township, Pingtung County",屏縣
屏東縣,947,屏東縣滿州鄉,22.04385,120.8384093,"Manzhou Township, Pingtung County",屏縣
宜蘭縣,260,宜蘭縣宜蘭市,24.7591148,121.7537404,"Yilan City, Yilan County",宜縣
宜蘭縣,261,宜蘭縣頭城鎮,24.8576121,121.8234687,"Toucheng Township, Yilan County",宜縣
宜蘭縣,262,宜蘭縣礁溪鄉,24.8214206,121.7696964,"Jiaoxi Township, Yilan County",宜縣
宜蘭縣,263,宜蘭縣壯圍鄉,24.769569,121.7993168,"Zhuangwei Township, Yilan County",宜縣
宜蘭縣,264,宜蘭縣員山鄉,24.7381293,121.662532,"Yuanshan Township, Yilan County",宜縣
宜蘭縣,265,宜蘭縣羅東鎮,24.6755872,121.770825,"Luodong Township, Yilan County",宜縣
宜蘭縣,266,宜蘭縣三星鄉,24.6744894,121.662532,"Sanxing Township, Yilan County",宜縣
宜蘭縣,267,宜蘭縣大同鄉,24.5498206,121.5141615,"Datong Township, Yilan County",宜縣
宜蘭縣,268,宜蘭縣五結鄉,24.6887633,121.8050125,"Wujie Township, Yilan County",宜縣
宜蘭縣,269,宜蘭縣冬山鄉,24.631919,121.7537404,"Dongshan Township, Yilan County",宜縣
宜蘭縣,270,宜蘭縣蘇澳鎮,24.594229,121.8533264,"Su'ao Township, Yilan County",宜縣
宜蘭縣,272,宜蘭縣南澳鄉,24.4065995,121.6739371,"Nan'ao Township, Yilan County",宜縣
花蓮縣,970,花蓮縣花蓮市,23.9910732,121.6111949,"Hualien City, Hualien County",花縣
花蓮縣,971,花蓮縣新城鄉,24.0327075,121.6043742,"Xincheng Township, Hualien County",花縣
花蓮縣,972,花蓮縣秀林鄉,24.2258575,121.5370003,"Xiulin Township, Hualien County",花縣
花蓮縣,973,花蓮縣吉安鄉,23.9732022,121.5841779,"Ji'an Township, Hualien County",花縣
花蓮縣,974,花蓮縣壽豐鄉,23.8593411,121.5598345,"Shoufeng Township, Hualien County",花縣
花蓮縣,975,花蓮縣鳳林鎮,23.7443841,121.4570447,"Fenglin Township, Hualien County",花縣
花蓮縣,976,花蓮縣光復鄉,23.6350647,121.422761,"Guangfu Township, Hualien County",花縣
花蓮縣,977,花蓮縣豐濱鄉,23.5851901,121.5027404,"Fengbin Township, Hualien County",花縣
花蓮縣,978,花蓮縣瑞穗鄉,23.5205619,121.4113308,"Ruisui Township, Hualien County",花縣
花蓮縣,979,花蓮縣萬榮鄉,23.7245744,121.3084088,"Wanrong Township, Hualien County",花縣
花蓮縣,981,花蓮縣玉里鎮,23.3898217,121.3770336,"Yuli Township, Hualien County",花縣
花蓮縣,982,花蓮縣卓溪鄉,23.404007,121.2168466,"Zhuoxi Township, Hualien County",花縣
花蓮縣,983,花蓮縣富里鄉,23.154416,121.2855249,"Fuli Township, Hualien County",花縣
台東縣,950,台東縣台東市,22.7613207,121.1438152,"Taitung City, Taitung County",東縣
台東縣,951,台東縣綠島鄉,22.6620886,121.4901443,"Ludao Township, Taitung County",東縣
台東縣,952,台東縣蘭嶼鄉,22.0269018,121.5415968,"Lanyu Township, Taitung County",東縣
台東縣,953,台東縣延平鄉,22.931996,121.03351,"Yanping Township, Taitung County",東縣
台東縣,954,台東縣卑南鄉,22.7848196,121.0834446,"Beinan Township, Taitung County",東縣
台東縣,955,台東縣鹿野鄉,22.9580514,121.1595842,"Luye Township, Taitung County",東縣
台東縣,956,台東縣關山鎮,23.0495603,121.1646339,"Guanshan Township, Taitung County",東縣
台東縣,957,台東縣海端鄉,23.1305611,121.1756856,"Haiduan Township, Taitung County",東縣
台東縣,958,台東縣池上鄉,23.120733,121.2161784,"Chishang Township, Taitung County",東縣
台東縣,959,台東縣東河鄉,23.0691722,121.2855249,"Donghe Township, Taitung County",東縣
台東縣,961,台東縣成功鎮,23.1261527,121.3655989,"Chenggong Township, Taitung County",東縣
台東縣,962,台東縣長濱鄉,23.3451824,121.43419,"Changbin Township, Taitung County",東縣
台東縣,963,台東縣太麻里鄉,22.6102278,121.0044631,"Taimali Township, Taitung County",東縣
台東縣,964,台東縣金峰鄉,22.5604145,120.8728615,"Jinfeng Township, Taitung County",東縣
台東縣,965,台東縣大武鄉,22.4141954,120.907304,"Dawu Township, Taitung County",東縣
台東縣,966,台東縣達仁鄉,22.3990588,120.8269231,"Daren Township, Taitung County",東縣
澎湖縣,880,澎湖縣馬公市,23.5706269,119.5774616,"Magong City, Penghu County",澎縣
澎湖縣,881,澎湖縣西嶼鄉,23.6054584,119.5136711,"Xiyu Township, Penghu County",澎縣
澎湖縣,882,澎湖縣望安鄉,23.3596967,119.5020698,"Wang'an Township, Penghu County",澎縣
澎湖縣,883,澎湖縣七美鄉,23.208056,119.428611,"Qimei Township, Penghu County",澎縣
澎湖縣,884,澎湖縣白沙鄉,23.6640444,119.5948541,"Baisha Township, Penghu County",澎縣
澎湖縣,885,澎湖縣湖西鄉,23.5773682,119.6615055,"Huxi Township, Penghu County",澎縣
金門縣,890,金門縣金沙鎮,24.4811092,118.4279933,"Jinsha Township, Kinmen County",金門
金門縣,891,金門縣金湖鎮,24.4376913,118.4279933,"Jinhu Township, Kinmen County",金門
金門縣,892,金門縣金寧鄉,24.4565774,118.3058515,"Jinning Township, Kinmen County",金門
金門縣,893,金門縣金城鎮,24.4320647,118.3155101,"Jincheng Township, Kinmen County",金門
金門縣,894,金門縣烈嶼鄉,24.4279737,118.2351192,"Lieyu Township, Kinmen County",金門
金門縣,896,金門縣烏坵鄉,24.9917821,119.451303,"Wuqiu Township, Kinmen County",金門
連江縣,209,連江縣南竿鄉,26.1534361,119.9306863,"Nangan Township, Lienchiang County",連江
連江縣,210,連江縣北竿鄉,26.2245753,119.9982607,"Beigan Township, Lienchiang County",連江
連江縣,211,連江縣莒光鄉,25.9604777,119.9723303,"Juguang Township, Lienchiang County",連江
連江縣,212,連江縣東引鄉,26.376667,120.506667,"Dongyin Township, Lienchiang County",連江
